Rainfall, Year, Element, Area
3.68, 2010, JUN, Anuppur
13.39912, 2010, JUL, Anuppur
9.782032, 2010, AUG, Anuppur
8.332526, 2010, SEP, Anuppur
1.451772, 2010, OCT, Anuppur
0.177238, 2010, NOV, Anuppur
0.799692, 2010, JUN, Ashoknagar
12.21466, 2010, JUL, Ashoknagar
8.286234, 2010, AUG, Ashoknagar
6.260466, 2010, SEP, Ashoknagar
0.267456, 2010, OCT, Ashoknagar
0.831193, 2010, NOV, Ashoknagar
4.437671, 2010, JUN, Balaghat
16.3876, 2010, JUL, Balaghat
16.1249, 2010, AUG, Balaghat
12.95923, 2010, SEP, Balaghat
1.698881, 2010, OCT, Balaghat
0.560686, 2010, NOV, Balaghat
4.333467, 2010, JUN, Barwani
7.529426, 2010, JUL, Barwani
10.63387, 2010, AUG, Barwani
5.368312, 2010, SEP, Barwani
1.044433, 2010, OCT, Barwani
1.204902, 2010, NOV, Barwani
4.536366, 2010, JUN, Betul
15.414, 2010, JUL, Betul
17.07473, 2010, AUG, Betul
9.245907, 2010, SEP, Betul
1.085629, 2010, OCT, Betul
1.406991, 2010, NOV, Betul
1.059728, 2010, JUN, Bhind
9.020712, 2010, JUL, Bhind
7.313843, 2010, AUG, Bhind
8.652809, 2010, SEP, Bhind
0.267121, 2010, OCT, Bhind
0.014344, 2010, NOV, Bhind
2.247953, 2010, JUN, Bhopal
13.56229, 2010, JUL, Bhopal
9.177147, 2010, AUG, Bhopal
6.402896, 2010, SEP, Bhopal
0.474477, 2010, OCT, Bhopal
0.738011, 2010, NOV, Bhopal
3.968318, 2010, JUN, Burhanpur
9.550824, 2010, JUL, Burhanpur
11.08036, 2010, AUG, Burhanpur
5.536529, 2010, SEP, Burhanpur
1.108223, 2010, OCT, Burhanpur
1.881348, 2010, NOV, Burhanpur
1.023601, 2010, JUN, Chhatarpur
11.38874, 2010, JUL, Chhatarpur
9.305043, 2010, AUG, Chhatarpur
5.732712, 2010, SEP, Chhatarpur
0.484187, 2010, OCT, Chhatarpur
0.310081, 2010, NOV, Chhatarpur
5.306782, 2010, JUN, Chhindwara
19.18211, 2010, JUL, Chhindwara
18.62793, 2010, AUG, Chhindwara
11.27447, 2010, SEP, Chhindwara
1.562794, 2010, OCT, Chhindwara
1.127876, 2010, NOV, Chhindwara
2.048676, 2010, JUN, Damoh
15.67519, 2010, JUL, Damoh
11.06042, 2010, AUG, Damoh
9.258741, 2010, SEP, Damoh
0.700226, 2010, OCT, Damoh
0.345664, 2010, NOV, Damoh
1.09302, 2010, JUN, Datia
9.016443, 2010, JUL, Datia
6.969758, 2010, AUG, Datia
6.573556, 2010, SEP, Datia
0.268032, 2010, OCT, Datia
0.16478, 2010, NOV, Datia
3.201138, 2010, JUN, Dewas
11.34452, 2010, JUL, Dewas
9.85965, 2010, AUG, Dewas
5.749623, 2010, SEP, Dewas
0.42022, 2010, OCT, Dewas
1.136085, 2010, NOV, Dewas
3.682018, 2010, JUN, Dhar
9.976734, 2010, JUL, Dhar
10.21897, 2010, AUG, Dhar
5.508499, 2010, SEP, Dhar
0.66145, 2010, OCT, Dhar
1.293205, 2010, NOV, Dhar
3.698671, 2010, JUN, Dindori
14.25121, 2010, JUL, Dindori
12.5441, 2010, AUG, Dindori
10.38634, 2010, SEP, Dindori
1.532601, 2010, OCT, Dindori
0.286026, 2010, NOV, Dindori
0.643578, 2010, JUN, Guna
11.25986, 2010, JUL, Guna
9.344761, 2010, AUG, Guna
5.194791, 2010, SEP, Guna
0.111667, 2010, OCT, Guna
1.150466, 2010, NOV, Guna
1.361065, 2010, JUN, Gwalior
8.670797, 2010, JUL, Gwalior
9.249199, 2010, AUG, Gwalior
6.284548, 2010, SEP, Gwalior
0.186854, 2010, OCT, Gwalior
0.249419, 2010, NOV, Gwalior
3.152411, 2010, JUN, Harda
14.29111, 2010, JUL, Harda
11.28447, 2010, AUG, Harda
6.762581, 2010, SEP, Harda
0.547939, 2010, OCT, Harda
1.113697, 2010, NOV, Harda
3.138302, 2010, JUN, Hoshangabad
19.3203, 2010, JUL, Hoshangabad
15.10059, 2010, AUG, Hoshangabad
10.02089, 2010, SEP, Hoshangabad
0.635875, 2010, OCT, Hoshangabad
0.749006, 2010, NOV, Hoshangabad
3.567949, 2010, JUN, Indore
10.49732, 2010, JUL, Indore
10.64467, 2010, AUG, Indore
5.143238, 2010, SEP, Indore
0.533428, 2010, OCT, Indore
1.964114, 2010, NOV, Indore
3.083129, 2010, JUN, Jabalpur
16.00613, 2010, JUL, Jabalpur
13.93112, 2010, AUG, Jabalpur
11.08534, 2010, SEP, Jabalpur
0.890273, 2010, OCT, Jabalpur
0.395782, 2010, NOV, Jabalpur
3.549103, 2010, JUN, Jhabua
11.50145, 2010, JUL, Jhabua
11.43926, 2010, AUG, Jhabua
6.220656, 2010, SEP, Jhabua
0.647337, 2010, OCT, Jhabua
0.572158, 2010, NOV, Jhabua
2.115978, 2010, JUN, Katni
14.33372, 2010, JUL, Katni
11.3439, 2010, AUG, Katni
9.237511, 2010, SEP, Katni
0.843944, 2010, OCT, Katni
0.319721, 2010, NOV, Katni
3.672349, 2010, JUN, Mandla
15.94477, 2010, JUL, Mandla
15.00182, 2010, AUG, Mandla
11.5601, 2010, SEP, Mandla
1.443408, 2010, OCT, Mandla
0.369744, 2010, NOV, Mandla
1.521754, 2010, JUN, Mandsaur
11.41346, 2010, JUL, Mandsaur
11.55612, 2010, AUG, Mandsaur
4.193098, 2010, SEP, Mandsaur
0.197697, 2010, OCT, Mandsaur
0.683982, 2010, NOV, Mandsaur
0.976574, 2010, JUN, Morena
7.721598, 2010, JUL, Morena
10.27046, 2010, AUG, Morena
7.197577, 2010, SEP, Morena
0.187138, 2010, OCT, Morena
0.318907, 2010, NOV, Morena
3.251204, 2010, JUN, Narsinghpur
18.79096, 2010, JUL, Narsinghpur
13.22269, 2010, AUG, Narsinghpur
10.73992, 2010, SEP, Narsinghpur
1.073669, 2010, OCT, Narsinghpur
0.47, 2010, NOV, Narsinghpur
1.08589, 2010, JUN, Neemuch
9.562049, 2010, JUL, Neemuch
13.6633, 2010, AUG, Neemuch
4.685579, 2010, SEP, Neemuch
0.215905, 2010, OCT, Neemuch
0.287615, 2010, NOV, Neemuch
1.079103, 2010, JUN, Panna
11.84426, 2010, JUL, Panna
9.821222, 2010, AUG, Panna
6.078757, 2010, SEP, Panna
0.730093, 2010, OCT, Panna
0.343136, 2010, NOV, Panna
2.875925, 2010, JUN, Raisen
17.03051, 2010, JUL, Raisen
10.30462, 2010, AUG, Raisen
8.188465, 2010, SEP, Raisen
0.530955, 2010, OCT, Raisen
0.602618, 2010, NOV, Raisen
1.108515, 2010, JUN, Rajgarh
12.01206, 2010, JUL, Rajgarh
9.279615, 2010, AUG, Rajgarh
5.248955, 2010, SEP, Rajgarh
0.232772, 2010, OCT, Rajgarh
1.569914, 2010, NOV, Rajgarh
2.390392, 2010, JUN, Ratlam
11.81002, 2010, JUL, Ratlam
9.727259, 2010, AUG, Ratlam
4.77066, 2010, SEP, Ratlam
0.461895, 2010, OCT, Ratlam
0.569928, 2010, NOV, Ratlam
0.695135, 2010, JUN, Rewa
7.872895, 2010, JUL, Rewa
6.489641, 2010, AUG, Rewa
7.265717, 2010, SEP, Rewa
0.817883, 2010, OCT, Rewa
0.280196, 2010, NOV, Rewa
2.264242, 2010, JUN, Sagar
15.11035, 2010, JUL, Sagar
9.151597, 2010, AUG, Sagar
7.537262, 2010, SEP, Sagar
0.559509, 2010, OCT, Sagar
0.61405, 2010, NOV, Sagar
1.123549, 2010, JUN, Satna
9.63857, 2010, JUL, Satna
8.055648, 2010, AUG, Satna
6.804492, 2010, SEP, Satna
1.025813, 2010, OCT, Satna
0.344093, 2010, NOV, Satna
2.563528, 2010, JUN, Sehore
13.21503, 2010, JUL, Sehore
10.75253, 2010, AUG, Sehore
6.417833, 2010, SEP, Sehore
0.494059, 2010, OCT, Sehore
0.76825, 2010, NOV, Sehore
4.716822, 2010, JUN, Seoni
17.58417, 2010, JUL, Seoni
16.54672, 2010, AUG, Seoni
12.33954, 2010, SEP, Seoni
1.576686, 2010, OCT, Seoni
0.682287, 2010, NOV, Seoni
2.623538, 2010, JUN, Shahdol
13.06365, 2010, JUL, Shahdol
10.13493, 2010, AUG, Shahdol
8.276728, 2010, SEP, Shahdol
1.326947, 2010, OCT, Shahdol
0.238773, 2010, NOV, Shahdol
1.572946, 2010, JUN, Shajapur
13.33203, 2010, JUL, Shajapur
10.07948, 2010, AUG, Shajapur
4.768061, 2010, SEP, Shajapur
0.245124, 2010, OCT, Shajapur
1.436226, 2010, NOV, Shajapur
0.647032, 2010, JUN, Sheopur
9.264121, 2010, JUL, Sheopur
10.96913, 2010, AUG, Sheopur
4.132137, 2010, SEP, Sheopur
0.202228, 2010, OCT, Sheopur
0.399008, 2010, NOV, Sheopur
0.752467, 2010, JUN, Shivpuri
9.559923, 2010, JUL, Shivpuri
8.93794, 2010, AUG, Shivpuri
5.284017, 2010, SEP, Shivpuri
0.172272, 2010, OCT, Shivpuri
0.630811, 2010, NOV, Shivpuri
1.156972, 2010, JUN, Sidhi
9.435773, 2010, JUL, Sidhi
8.42937, 2010, AUG, Sidhi
7.069141, 2010, SEP, Sidhi
1.165952, 2010, OCT, Sidhi
0.281439, 2010, NOV, Sidhi
0.684651, 2010, JUN, Tikamgarh
11.84906, 2010, JUL, Tikamgarh
7.919073, 2010, AUG, Tikamgarh
6.296398, 2010, SEP, Tikamgarh
0.292058, 2010, OCT, Tikamgarh
0.402803, 2010, NOV, Tikamgarh
2.212687, 2010, JUN, Ujjain
11.23688, 2010, JUL, Ujjain
9.204422, 2010, AUG, Ujjain
4.765738, 2010, SEP, Ujjain
0.270269, 2010, OCT, Ujjain
1.921334, 2010, NOV, Ujjain
2.046341, 2010, JUN, Umaria
13.77273, 2010, JUL, Umaria
10.77664, 2010, AUG, Umaria
8.658845, 2010, SEP, Umaria
0.86768, 2010, OCT, Umaria
0.245799, 2010, NOV, Umaria
2.055439, 2010, JUN, Vidisha
13.63428, 2010, JUL, Vidisha
7.57835, 2010, AUG, Vidisha
6.391455, 2010, SEP, Vidisha
0.328552, 2010, OCT, Vidisha
0.810525, 2010, NOV, Vidisha
7.769389, 2011, JUN, Anuppur
9.348433, 2011, JUL, Anuppur
14.4528, 2011, AUG, Anuppur
11.88041, 2011, SEP, Anuppur
0.821737, 2011, OCT, Anuppur
0, 2011, NOV, Anuppur
7.901649, 2011, JUN, Ashoknagar
13.0237, 2011, JUL, Ashoknagar
8.544753, 2011, AUG, Ashoknagar
7.204936, 2011, SEP, Ashoknagar
0, 2011, OCT, Ashoknagar
0.008637, 2011, NOV, Ashoknagar
6.776612, 2011, JUN, Balaghat
10.91888, 2011, JUL, Balaghat
19.80391, 2011, AUG, Balaghat
8.513394, 2011, SEP, Balaghat
0.416651, 2011, OCT, Balaghat
0.106264, 2011, NOV, Balaghat
3.33854, 2011, JUN, Barwani
8.796704, 2011, JUL, Barwani
12.73388, 2011, AUG, Barwani
4.72115, 2011, SEP, Barwani
0.40159, 2011, OCT, Barwani
0.090122, 2011, NOV, Barwani
4.863829, 2011, JUN, Betul
11.91562, 2011, JUL, Betul
12.1593, 2011, AUG, Betul
8.255394, 2011, SEP, Betul
0.297665, 2011, OCT, Betul
0.130278, 2011, NOV, Betul
4.540192, 2011, JUN, Bhind
9.199423, 2011, JUL, Bhind
8.300885, 2011, AUG, Bhind
6.002931, 2011, SEP, Bhind
0.241629, 2011, OCT, Bhind
0, 2011, NOV, Bhind
5.57626, 2011, JUN, Bhopal
14.42142, 2011, JUL, Bhopal
13.03536, 2011, AUG, Bhopal
7.781374, 2011, SEP, Bhopal
0, 2011, OCT, Bhopal
0.033241, 2011, NOV, Bhopal
3.267395, 2011, JUN, Burhanpur
8.555472, 2011, JUL, Burhanpur
9.686904, 2011, AUG, Burhanpur
4.811019, 2011, SEP, Burhanpur
0.390078, 2011, OCT, Burhanpur
0.007094, 2011, NOV, Burhanpur
7.547691, 2011, JUN, Chhatarpur
12.18211, 2011, JUL, Chhatarpur
11.04256, 2011, AUG, Chhatarpur
6.297509, 2011, SEP, Chhatarpur
0.077373, 2011, OCT, Chhatarpur
0.00281, 2011, NOV, Chhatarpur
6.004285, 2011, JUN, Chhindwara
14.17274, 2011, JUL, Chhindwara
16.01983, 2011, AUG, Chhindwara
9.993965, 2011, SEP, Chhindwara
0.418442, 2011, OCT, Chhindwara
0.208153, 2011, NOV, Chhindwara
8.397079, 2011, JUN, Damoh
14.6462, 2011, JUL, Damoh
10.3387, 2011, AUG, Damoh
7.020708, 2011, SEP, Damoh
0.1832, 2011, OCT, Damoh
0.028424, 2011, NOV, Damoh
5.245555, 2011, JUN, Datia
10.01097, 2011, JUL, Datia
7.556733, 2011, AUG, Datia
5.819148, 2011, SEP, Datia
0.221524, 2011, OCT, Datia
0, 2011, NOV, Datia
5.002813, 2011, JUN, Dewas
12.85938, 2011, JUL, Dewas
13.34889, 2011, AUG, Dewas
5.761767, 2011, SEP, Dewas
0.055425, 2011, OCT, Dewas
0.116283, 2011, NOV, Dewas
3.145563, 2011, JUN, Dhar
11.23606, 2011, JUL, Dhar
12.95789, 2011, AUG, Dhar
4.841648, 2011, SEP, Dhar
0.251778, 2011, OCT, Dhar
0.125758, 2011, NOV, Dhar
7.271405, 2011, JUN, Dindori
11.16327, 2011, JUL, Dindori
16.81155, 2011, AUG, Dindori
9.957416, 2011, SEP, Dindori
0.580226, 2011, OCT, Dindori
0.029801, 2011, NOV, Dindori
6.103411, 2011, JUN, Guna
12.91542, 2011, JUL, Guna
10.03012, 2011, AUG, Guna
6.944839, 2011, SEP, Guna
0, 2011, OCT, Guna
0.04287, 2011, NOV, Guna
4.332697, 2011, JUN, Gwalior
9.323061, 2011, JUL, Gwalior
6.648853, 2011, AUG, Gwalior
6.607948, 2011, SEP, Gwalior
0.184668, 2011, OCT, Gwalior
0, 2011, NOV, Gwalior
4.610546, 2011, JUN, Harda
12.00832, 2011, JUL, Harda
10.44556, 2011, AUG, Harda
7.257168, 2011, SEP, Harda
0.068508, 2011, OCT, Harda
0.110321, 2011, NOV, Harda
6.08907, 2011, JUN, Hoshangabad
17.21277, 2011, JUL, Hoshangabad
14.87454, 2011, AUG, Hoshangabad
9.454731, 2011, SEP, Hoshangabad
0.111925, 2011, OCT, Hoshangabad
0.135707, 2011, NOV, Hoshangabad
3.974468, 2011, JUN, Indore
11.82298, 2011, JUL, Indore
14.90821, 2011, AUG, Indore
4.249785, 2011, SEP, Indore
0.178663, 2011, OCT, Indore
0.192348, 2011, NOV, Indore
7.560341, 2011, JUN, Jabalpur
15.48306, 2011, JUL, Jabalpur
14.56701, 2011, AUG, Jabalpur
8.480786, 2011, SEP, Jabalpur
0.29602, 2011, OCT, Jabalpur
0.053596, 2011, NOV, Jabalpur
2.516352, 2011, JUN, Jhabua
12.32865, 2011, JUL, Jhabua
13.90393, 2011, AUG, Jhabua
5.480689, 2011, SEP, Jhabua
0.218796, 2011, OCT, Jhabua
0.09986, 2011, NOV, Jhabua
7.243288, 2011, JUN, Katni
12.85108, 2011, JUL, Katni
13.5395, 2011, AUG, Katni
7.881904, 2011, SEP, Katni
0.330299, 2011, OCT, Katni
0.014122, 2011, NOV, Katni
6.445348, 2011, JUN, Mandla
12.34736, 2011, JUL, Mandla
18.15118, 2011, AUG, Mandla
8.640852, 2011, SEP, Mandla
0.481024, 2011, OCT, Mandla
0.109365, 2011, NOV, Mandla
3.630949, 2011, JUN, Mandsaur
11.70413, 2011, JUL, Mandsaur
14.30126, 2011, AUG, Mandsaur
6.516437, 2011, SEP, Mandsaur
0.103002, 2011, OCT, Mandsaur
0.041065, 2011, NOV, Mandsaur
3.141524, 2011, JUN, Morena
7.681444, 2011, JUL, Morena
6.183178, 2011, AUG, Morena
6.788921, 2011, SEP, Morena
0.158959, 2011, OCT, Morena
0, 2011, NOV, Morena
7.35179, 2011, JUN, Narsinghpur
16.8151, 2011, JUL, Narsinghpur
14.57931, 2011, AUG, Narsinghpur
8.183415, 2011, SEP, Narsinghpur
0.262665, 2011, OCT, Narsinghpur
0.146398, 2011, NOV, Narsinghpur
2.922772, 2011, JUN, Neemuch
9.889147, 2011, JUL, Neemuch
12.36769, 2011, AUG, Neemuch
7.22134, 2011, SEP, Neemuch
0.171594, 2011, OCT, Neemuch
0.015316, 2011, NOV, Neemuch
7.231052, 2011, JUN, Panna
12.78924, 2011, JUL, Panna
10.63093, 2011, AUG, Panna
6.197616, 2011, SEP, Panna
0.277192, 2011, OCT, Panna
0.008848, 2011, NOV, Panna
6.994129, 2011, JUN, Raisen
16.28521, 2011, JUL, Raisen
12.29972, 2011, AUG, Raisen
7.776619, 2011, SEP, Raisen
0.003077, 2011, OCT, Raisen
0.165012, 2011, NOV, Raisen
5.12, 2011, JUN, Rajgarh
12.87296, 2011, JUL, Rajgarh
13.83014, 2011, AUG, Rajgarh
7.470425, 2011, SEP, Rajgarh
0.002753, 2011, OCT, Rajgarh
0.092965, 2011, NOV, Rajgarh
3.267261, 2011, JUN, Ratlam
11.75448, 2011, JUL, Ratlam
14.69915, 2011, AUG, Ratlam
4.949539, 2011, SEP, Ratlam
0.22367, 2011, OCT, Ratlam
0.031418, 2011, NOV, Ratlam
6.887418, 2011, JUN, Rewa
8.537787, 2011, JUL, Rewa
10.87833, 2011, AUG, Rewa
9.2138, 2011, SEP, Rewa
0.186848, 2011, OCT, Rewa
0, 2011, NOV, Rewa
9.078294, 2011, JUN, Sagar
14.60976, 2011, JUL, Sagar
9.413023, 2011, AUG, Sagar
6.740685, 2011, SEP, Sagar
0.047447, 2011, OCT, Sagar
0.075449, 2011, NOV, Sagar
7.933612, 2011, JUN, Satna
10.51853, 2011, JUL, Satna
11.17986, 2011, AUG, Satna
7.618124, 2011, SEP, Satna
0.35542, 2011, OCT, Satna
0, 2011, NOV, Satna
5.476018, 2011, JUN, Sehore
13.83366, 2011, JUL, Sehore
14.10729, 2011, AUG, Sehore
7.357256, 2011, SEP, Sehore
0.003419, 2011, OCT, Sehore
0.131675, 2011, NOV, Sehore
6.678864, 2011, JUN, Seoni
12.56466, 2011, JUL, Seoni
17.42018, 2011, AUG, Seoni
9.255367, 2011, SEP, Seoni
0.392718, 2011, OCT, Seoni
0.193023, 2011, NOV, Seoni
7.407892, 2011, JUN, Shahdol
10.46556, 2011, JUL, Shahdol
14.17511, 2011, AUG, Shahdol
10.43316, 2011, SEP, Shahdol
0.581557, 2011, OCT, Shahdol
0.000634, 2011, NOV, Shahdol
5.139676, 2011, JUN, Shajapur
14.0724, 2011, JUL, Shajapur
16.22302, 2011, AUG, Shajapur
6.791591, 2011, SEP, Shajapur
0.001339, 2011, OCT, Shajapur
0.156569, 2011, NOV, Shajapur
3.554656, 2011, JUN, Sheopur
9.511577, 2011, JUL, Sheopur
7.050703, 2011, AUG, Sheopur
6.695609, 2011, SEP, Sheopur
0.160426, 2011, OCT, Sheopur
0, 2011, NOV, Sheopur
5.443018, 2011, JUN, Shivpuri
10.46097, 2011, JUL, Shivpuri
7.695123, 2011, AUG, Shivpuri
7.025768, 2011, SEP, Shivpuri
0.062629, 2011, OCT, Shivpuri
0, 2011, NOV, Shivpuri
6.209143, 2011, JUN, Sidhi
8.452145, 2011, JUL, Sidhi
13.02419, 2011, AUG, Sidhi
10.25043, 2011, SEP, Sidhi
0.525643, 2011, OCT, Sidhi
0.038466, 2011, NOV, Sidhi
6.835815, 2011, JUN, Tikamgarh
12.16529, 2011, JUL, Tikamgarh
7.960221, 2011, AUG, Tikamgarh
6.352975, 2011, SEP, Tikamgarh
0.033751, 2011, OCT, Tikamgarh
0, 2011, NOV, Tikamgarh
4.128535, 2011, JUN, Ujjain
12.33024, 2011, JUL, Ujjain
14.91785, 2011, AUG, Ujjain
4.849082, 2011, SEP, Ujjain
0.069932, 2011, OCT, Ujjain
0.164385, 2011, NOV, Ujjain
7.267322, 2011, JUN, Umaria
11.43736, 2011, JUL, Umaria
14.76555, 2011, AUG, Umaria
9.052151, 2011, SEP, Umaria
0.370632, 2011, OCT, Umaria
0.001257, 2011, NOV, Umaria
6.695433, 2011, JUN, Vidisha
14.37542, 2011, JUL, Vidisha
9.414544, 2011, AUG, Vidisha
7.696986, 2011, SEP, Vidisha
0, 2011, OCT, Vidisha
0.057059, 2011, NOV, Vidisha
4.341515, 2012, JUN, Anuppur
17.57521, 2012, JUL, Anuppur
15.68118, 2012, AUG, Anuppur
7.16201, 2012, SEP, Anuppur
0.828041, 2012, OCT, Anuppur
0.784512, 2012, NOV, Anuppur
1.29178, 2012, JUN, Ashoknagar
11.6399, 2012, JUL, Ashoknagar
11.09563, 2012, AUG, Ashoknagar
4.587772, 2012, SEP, Ashoknagar
0.003176, 2012, OCT, Ashoknagar
0.169432, 2012, NOV, Ashoknagar
4.48, 2012, JUN, Balaghat
18.83175, 2012, JUL, Balaghat
15.35162, 2012, AUG, Balaghat
8.3536, 2012, SEP, Balaghat
0.648274, 2012, OCT, Balaghat
0.660269, 2012, NOV, Balaghat
2.587125, 2012, JUN, Barwani
9.818074, 2012, JUL, Barwani
7.228077, 2012, AUG, Barwani
8.01343, 2012, SEP, Barwani
0.636234, 2012, OCT, Barwani
0.08462, 2012, NOV, Barwani
4.136079, 2012, JUN, Betul
14.2222, 2012, JUL, Betul
13.22679, 2012, AUG, Betul
8.342193, 2012, SEP, Betul
0.954018, 2012, OCT, Betul
0.455514, 2012, NOV, Betul
0.565639, 2012, JUN, Bhind
9.365918, 2012, JUL, Bhind
10.26214, 2012, AUG, Bhind
4.812248, 2012, SEP, Bhind
0.24582, 2012, OCT, Bhind
0.030295, 2012, NOV, Bhind
1.704225, 2012, JUN, Bhopal
14.09236, 2012, JUL, Bhopal
12.14269, 2012, AUG, Bhopal
4.888785, 2012, SEP, Bhopal
0.081997, 2012, OCT, Bhopal
0.193467, 2012, NOV, Bhopal
4.649099, 2012, JUN, Burhanpur
10.20519, 2012, JUL, Burhanpur
9.199626, 2012, AUG, Burhanpur
6.844573, 2012, SEP, Burhanpur
1.198373, 2012, OCT, Burhanpur
0.292368, 2012, NOV, Burhanpur
1.445995, 2012, JUN, Chhatarpur
13.3458, 2012, JUL, Chhatarpur
15.73421, 2012, AUG, Chhatarpur
6.015621, 2012, SEP, Chhatarpur
0.099914, 2012, OCT, Chhatarpur
0.219299, 2012, NOV, Chhatarpur
5.128727, 2012, JUN, Chhindwara
17.34237, 2012, JUL, Chhindwara
14.93385, 2012, AUG, Chhindwara
7.937013, 2012, SEP, Chhindwara
1.02375, 2012, OCT, Chhindwara
0.41905, 2012, NOV, Chhindwara
2.559444, 2012, JUN, Damoh
14.82427, 2012, JUL, Damoh
17.22071, 2012, AUG, Damoh
4.582415, 2012, SEP, Damoh
0.270024, 2012, OCT, Damoh
0.255505, 2012, NOV, Damoh
0.755842, 2012, JUN, Datia
8.587429, 2012, JUL, Datia
10.21265, 2012, AUG, Datia
5.111199, 2012, SEP, Datia
0.224078, 2012, OCT, Datia
0.14, 2012, NOV, Datia
1.977059, 2012, JUN, Dewas
15.141, 2012, JUL, Dewas
9.555104, 2012, AUG, Dewas
6.56191, 2012, SEP, Dewas
0.289514, 2012, OCT, Dewas
0.219742, 2012, NOV, Dewas
1.628353, 2012, JUN, Dhar
11.79055, 2012, JUL, Dhar
7.744327, 2012, AUG, Dhar
8.462014, 2012, SEP, Dhar
0.490224, 2012, OCT, Dhar
0.160278, 2012, NOV, Dhar
4.402194, 2012, JUN, Dindori
17.76208, 2012, JUL, Dindori
17.17223, 2012, AUG, Dindori
5.982475, 2012, SEP, Dindori
0.827457, 2012, OCT, Dindori
0.670044, 2012, NOV, Dindori
0.705201, 2012, JUN, Guna
11.58229, 2012, JUL, Guna
10.78132, 2012, AUG, Guna
4.157194, 2012, SEP, Guna
0.00328, 2012, OCT, Guna
0.197498, 2012, NOV, Guna
0.695456, 2012, JUN, Gwalior
8.652195, 2012, JUL, Gwalior
10.90367, 2012, AUG, Gwalior
4.969331, 2012, SEP, Gwalior
0.184957, 2012, OCT, Gwalior
0.061056, 2012, NOV, Gwalior
3.218879, 2012, JUN, Harda
14.77642, 2012, JUL, Harda
10.92343, 2012, AUG, Harda
7.318119, 2012, SEP, Harda
0.631466, 2012, OCT, Harda
0.28227, 2012, NOV, Harda
3.700636, 2012, JUN, Hoshangabad
18.21827, 2012, JUL, Hoshangabad
15.12092, 2012, AUG, Hoshangabad
8.430281, 2012, SEP, Hoshangabad
0.651503, 2012, OCT, Hoshangabad
0.325288, 2012, NOV, Hoshangabad
1.98305, 2012, JUN, Indore
13.61137, 2012, JUL, Indore
8.413804, 2012, AUG, Indore
7.283939, 2012, SEP, Indore
0.420586, 2012, OCT, Indore
0.226436, 2012, NOV, Indore
3.097442, 2012, JUN, Jabalpur
16.89918, 2012, JUL, Jabalpur
15.92426, 2012, AUG, Jabalpur
4.956203, 2012, SEP, Jabalpur
0.676594, 2012, OCT, Jabalpur
0.330849, 2012, NOV, Jabalpur
1.280854, 2012, JUN, Jhabua
11.55071, 2012, JUL, Jhabua
9.277477, 2012, AUG, Jhabua
9.99381, 2012, SEP, Jhabua
0.461241, 2012, OCT, Jhabua
0.153103, 2012, NOV, Jhabua
2.369101, 2012, JUN, Katni
16.78876, 2012, JUL, Katni
15.97517, 2012, AUG, Katni
5.697291, 2012, SEP, Katni
0.550418, 2012, OCT, Katni
0.31449, 2012, NOV, Katni
3.894105, 2012, JUN, Mandla
18.31186, 2012, JUL, Mandla
16.42076, 2012, AUG, Mandla
6.072278, 2012, SEP, Mandla
0.751281, 2012, OCT, Mandla
0.423099, 2012, NOV, Mandla
0.527256, 2012, JUN, Mandsaur
9.409553, 2012, JUL, Mandsaur
11.60309, 2012, AUG, Mandsaur
5.32581, 2012, SEP, Mandsaur
0.07515, 2012, OCT, Mandsaur
0.208727, 2012, NOV, Mandsaur
0.521582, 2012, JUN, Morena
8.213749, 2012, JUL, Morena
11.72441, 2012, AUG, Morena
4.525314, 2012, SEP, Morena
0.159499, 2012, OCT, Morena
0.010453, 2012, NOV, Morena
3.328921, 2012, JUN, Narsinghpur
15.92032, 2012, JUL, Narsinghpur
15.35886, 2012, AUG, Narsinghpur
5.585638, 2012, SEP, Narsinghpur
0.703223, 2012, OCT, Narsinghpur
0.311265, 2012, NOV, Narsinghpur
0.322623, 2012, JUN, Neemuch
7.681278, 2012, JUL, Neemuch
11.76527, 2012, AUG, Neemuch
6.367989, 2012, SEP, Neemuch
0.155588, 2012, OCT, Neemuch
0.095137, 2012, NOV, Neemuch
1.586125, 2012, JUN, Panna
15.61531, 2012, JUL, Panna
15.90839, 2012, AUG, Panna
6.816365, 2012, SEP, Panna
0.326944, 2012, OCT, Panna
0.250521, 2012, NOV, Panna
2.94631, 2012, JUN, Raisen
14.99751, 2012, JUL, Raisen
14.46504, 2012, AUG, Raisen
5.205498, 2012, SEP, Raisen
0.160588, 2012, OCT, Raisen
0.245434, 2012, NOV, Raisen
0.867812, 2012, JUN, Rajgarh
12.48983, 2012, JUL, Rajgarh
11.21461, 2012, AUG, Rajgarh
4.492878, 2012, SEP, Rajgarh
0.099078, 2012, OCT, Rajgarh
0.243701, 2012, NOV, Rajgarh
0.977385, 2012, JUN, Ratlam
11.21736, 2012, JUL, Ratlam
9.090813, 2012, AUG, Ratlam
7.753785, 2012, SEP, Ratlam
0.198238, 2012, OCT, Ratlam
0.189648, 2012, NOV, Ratlam
1.313297, 2012, JUN, Rewa
13.33718, 2012, JUL, Rewa
11.20599, 2012, AUG, Rewa
9.609922, 2012, SEP, Rewa
0.50989, 2012, OCT, Rewa
0.249636, 2012, NOV, Rewa
2.548351, 2012, JUN, Sagar
12.92832, 2012, JUL, Sagar
