Temperature - (Celsius), Year, Element, Area
38.6216, 2018, JUN, Shahdol
33.1231, 2018, JUL, Shahdol
29.3972, 2018, AUG, Shahdol
30.785, 2018, SEP, Shahdol
31.622, 2018, OCT, Shahdol
29.4091, 2018, NOV, Shahdol
42.7834, 2019, JUN, Shahdol
33.2949, 2019, JUL, Shahdol
29.0881, 2019, AUG, Shahdol
28.1081, 2019, SEP, Shahdol
28.6522, 2019, OCT, Shahdol
27.999, 2019, NOV, Shahdol
45.5252, 2010, JUN, Shajapur
36.1883, 2010, JUL, Shajapur
29.4421, 2010, AUG, Shajapur
34.266, 2010, SEP, Shajapur
37.971, 2010, OCT, Shajapur
34.1719, 2010, NOV, Shajapur
44.4515, 2011, JUN, Shajapur
34.299, 2011, JUL, Shajapur
28.2257, 2011, AUG, Shajapur
33.1244, 2011, SEP, Shajapur
38.4697, 2011, OCT, Shajapur
35.0431, 2011, NOV, Shajapur
43.1835, 2012, JUN, Shajapur
38.8259, 2012, JUL, Shajapur
27.6602, 2012, AUG, Shajapur
32.3937, 2012, SEP, Shajapur
38.0082, 2012, OCT, Shajapur
33.0661, 2012, NOV, Shajapur
42.5371, 2013, JUN, Shajapur
35.6164, 2013, JUL, Shajapur
28.0677, 2013, AUG, Shajapur
34.5621, 2013, SEP, Shajapur
36.4623, 2013, OCT, Shajapur
31.3987, 2013, NOV, Shajapur
44.4415, 2014, JUN, Shajapur
41.2079, 2014, JUL, Shajapur
33.0458, 2014, AUG, Shajapur
31.6635, 2014, SEP, Shajapur
37.4924, 2014, OCT, Shajapur
35.5302, 2014, NOV, Shajapur
44.5631, 2015, JUN, Shajapur
33.037, 2015, JUL, Shajapur
27.5043, 2015, AUG, Shajapur
35.3806, 2015, SEP, Shajapur
39.8606, 2015, OCT, Shajapur
35.0525, 2015, NOV, Shajapur
44.7654, 2016, JUN, Shajapur
36.0719, 2016, JUL, Shajapur
27.3292, 2016, AUG, Shajapur
33.4301, 2016, SEP, Shajapur
37.3954, 2016, OCT, Shajapur
34.3254, 2016, NOV, Shajapur
42.3839, 2017, JUN, Shajapur
36.9975, 2017, JUL, Shajapur
28.1662, 2017, AUG, Shajapur
33.6172, 2017, SEP, Shajapur
38.6779, 2017, OCT, Shajapur
32.6064, 2017, NOV, Shajapur
40.151, 2018, JUN, Shajapur
33.4942, 2018, JUL, Shajapur
26.2236, 2018, AUG, Shajapur
34.1158, 2018, SEP, Shajapur
38.8576, 2018, OCT, Shajapur
33.4312, 2018, NOV, Shajapur
46.5127, 2019, JUN, Shajapur
36.8034, 2019, JUL, Shajapur
26.9985, 2019, AUG, Shajapur
28.0992, 2019, SEP, Shajapur
32.3409, 2019, OCT, Shajapur
32.1549, 2019, NOV, Shajapur
45.3008, 2010, JUN, Sheopur
38.164, 2010, JUL, Sheopur
31.2369, 2010, AUG, Sheopur
31.2237, 2010, SEP, Sheopur
34.832, 2010, OCT, Sheopur
29.9531, 2010, NOV, Sheopur
44.1327, 2011, JUN, Sheopur
32.8982, 2011, JUL, Sheopur
29.0522, 2011, AUG, Sheopur
31.1934, 2011, SEP, Sheopur
34.6521, 2011, OCT, Sheopur
32.0674, 2011, NOV, Sheopur
42.8305, 2012, JUN, Sheopur
42.4713, 2012, JUL, Sheopur
28.4653, 2012, AUG, Sheopur
31.3597, 2012, SEP, Sheopur
34.1267, 2012, OCT, Sheopur
29.98, 2012, NOV, Sheopur
41.4336, 2013, JUN, Sheopur
32.1212, 2013, JUL, Sheopur
28.9804, 2013, AUG, Sheopur
32.2782, 2013, SEP, Sheopur
32.4192, 2013, OCT, Sheopur
29.5572, 2013, NOV, Sheopur
43.85, 2014, JUN, Sheopur
40.1819, 2014, JUL, Sheopur
34.2955, 2014, AUG, Sheopur
33.0167, 2014, SEP, Sheopur
35.3228, 2014, OCT, Sheopur
31.6815, 2014, NOV, Sheopur
44.5798, 2015, JUN, Sheopur
34.8638, 2015, JUL, Sheopur
29.823, 2015, AUG, Sheopur
35.0849, 2015, SEP, Sheopur
37.662, 2015, OCT, Sheopur
32.5013, 2015, NOV, Sheopur
43.0742, 2016, JUN, Sheopur
31.5026, 2016, JUL, Sheopur
28.1607, 2016, AUG, Sheopur
32.1064, 2016, SEP, Sheopur
33.9586, 2016, OCT, Sheopur
31.581, 2016, NOV, Sheopur
42.7313, 2017, JUN, Sheopur
36.863, 2017, JUL, Sheopur
30.2959, 2017, AUG, Sheopur
34.1868, 2017, SEP, Sheopur
38.0842, 2017, OCT, Sheopur
31.7057, 2017, NOV, Sheopur
39.6993, 2018, JUN, Sheopur
38.9528, 2018, JUL, Sheopur
26.2679, 2018, AUG, Sheopur
29.7368, 2018, SEP, Sheopur
33.3004, 2018, OCT, Sheopur
30.3671, 2018, NOV, Sheopur
44.6504, 2019, JUN, Sheopur
36.8263, 2019, JUL, Sheopur
28.7507, 2019, AUG, Sheopur
29.7497, 2019, SEP, Sheopur
30.7082, 2019, OCT, Sheopur
29.4466, 2019, NOV, Sheopur
45.5099, 2010, JUN, Shivpuri
37.8843, 2010, JUL, Shivpuri
29.4543, 2010, AUG, Shivpuri
31.1049, 2010, SEP, Shivpuri
34.5915, 2010, OCT, Shivpuri
31.2577, 2010, NOV, Shivpuri
43.5263, 2011, JUN, Shivpuri
33.9586, 2011, JUL, Shivpuri
29.4644, 2011, AUG, Shivpuri
31.3091, 2011, SEP, Shivpuri
34.9682, 2011, OCT, Shivpuri
32.5581, 2011, NOV, Shivpuri
42.4403, 2012, JUN, Shivpuri
38.6343, 2012, JUL, Shivpuri
28.6869, 2012, AUG, Shivpuri
30.7212, 2012, SEP, Shivpuri
34.0303, 2012, OCT, Shivpuri
30.8206, 2012, NOV, Shivpuri
39.8263, 2013, JUN, Shivpuri
30.8166, 2013, JUL, Shivpuri
28.4923, 2013, AUG, Shivpuri
31.3249, 2013, SEP, Shivpuri
32.7883, 2013, OCT, Shivpuri
30.0393, 2013, NOV, Shivpuri
43.5819, 2014, JUN, Shivpuri
40.2424, 2014, JUL, Shivpuri
34.2072, 2014, AUG, Shivpuri
32.7005, 2014, SEP, Shivpuri
35.5237, 2014, OCT, Shivpuri
32.9856, 2014, NOV, Shivpuri
44.3068, 2015, JUN, Shivpuri
36.0243, 2015, JUL, Shivpuri
29.7898, 2015, AUG, Shivpuri
34.7185, 2015, SEP, Shivpuri
37.9873, 2015, OCT, Shivpuri
32.84, 2015, NOV, Shivpuri
42.5896, 2016, JUN, Shivpuri
31.907, 2016, JUL, Shivpuri
26.8817, 2016, AUG, Shivpuri
32.3027, 2016, SEP, Shivpuri
35.0977, 2016, OCT, Shivpuri
32.5611, 2016, NOV, Shivpuri
41.85, 2017, JUN, Shivpuri
37.6536, 2017, JUL, Shivpuri
33.1553, 2017, AUG, Shivpuri
33.0208, 2017, SEP, Shivpuri
36.9713, 2017, OCT, Shivpuri
31.7362, 2017, NOV, Shivpuri
40.3173, 2018, JUN, Shivpuri
39.0384, 2018, JUL, Shivpuri
28.3923, 2018, AUG, Shivpuri
30.4304, 2018, SEP, Shivpuri
34.9443, 2018, OCT, Shivpuri
31.4315, 2018, NOV, Shivpuri
44.2587, 2019, JUN, Shivpuri
37.5794, 2019, JUL, Shivpuri
27.9685, 2019, AUG, Shivpuri
29.5245, 2019, SEP, Shivpuri
31.1285, 2019, OCT, Shivpuri
30.0411, 2019, NOV, Shivpuri
43.7989, 2010, JUN, Sidhi
38.9676, 2010, JUL, Sidhi
30.6206, 2010, AUG, Sidhi
29.9542, 2010, SEP, Sidhi
31.2985, 2010, OCT, Sidhi
30.0021, 2010, NOV, Sidhi
43.6075, 2011, JUN, Sidhi
31.1006, 2011, JUL, Sidhi
29.5764, 2011, AUG, Sidhi
28.9215, 2011, SEP, Sidhi
30.4725, 2011, OCT, Sidhi
28.5065, 2011, NOV, Sidhi
42.6346, 2012, JUN, Sidhi
39.4636, 2012, JUL, Sidhi
28.8198, 2012, AUG, Sidhi
29.6806, 2012, SEP, Sidhi
30.8058, 2012, OCT, Sidhi
27.0628, 2012, NOV, Sidhi
41.3293, 2013, JUN, Sidhi
31.1527, 2013, JUL, Sidhi
28.1473, 2013, AUG, Sidhi
29.8582, 2013, SEP, Sidhi
27.9668, 2013, OCT, Sidhi
26.7684, 2013, NOV, Sidhi
39.9044, 2014, JUN, Sidhi
33.4306, 2014, JUL, Sidhi
32.4773, 2014, AUG, Sidhi
30.9197, 2014, SEP, Sidhi
30.3685, 2014, OCT, Sidhi
27.9685, 2014, NOV, Sidhi
42.6556, 2015, JUN, Sidhi
33.3105, 2015, JUL, Sidhi
32.0883, 2015, AUG, Sidhi
31.597, 2015, SEP, Sidhi
33.2115, 2015, OCT, Sidhi
28.8565, 2015, NOV, Sidhi
42.3261, 2016, JUN, Sidhi
31.7015, 2016, JUL, Sidhi
29.2, 2016, AUG, Sidhi
29.2614, 2016, SEP, Sidhi
29.4946, 2016, OCT, Sidhi
27.3737, 2016, NOV, Sidhi
41.4701, 2017, JUN, Sidhi
32.0279, 2017, JUL, Sidhi
30.6074, 2017, AUG, Sidhi
30.6969, 2017, SEP, Sidhi
31.2324, 2017, OCT, Sidhi
28.5362, 2017, NOV, Sidhi
39.043, 2018, JUN, Sidhi
35.1497, 2018, JUL, Sidhi
30.0967, 2018, AUG, Sidhi
30.5893, 2018, SEP, Sidhi
31.5994, 2018, OCT, Sidhi
28.8157, 2018, NOV, Sidhi
43.2664, 2019, JUN, Sidhi
34.515, 2019, JUL, Sidhi
29.9383, 2019, AUG, Sidhi
28.5229, 2019, SEP, Sidhi
28.699, 2019, OCT, Sidhi
27.943, 2019, NOV, Sidhi
44.4972, 2010, JUN, Tikamgarh
39.1473, 2010, JUL, Tikamgarh
28.5787, 2010, AUG, Tikamgarh
31.6046, 2010, SEP, Tikamgarh
34.915, 2010, OCT, Tikamgarh
32.6411, 2010, NOV, Tikamgarh
43.8905, 2011, JUN, Tikamgarh
33.62, 2011, JUL, Tikamgarh
30.1525, 2011, AUG, Tikamgarh
32.0687, 2011, SEP, Tikamgarh
35.9615, 2011, OCT, Tikamgarh
32.5239, 2011, NOV, Tikamgarh
43.6456, 2012, JUN, Tikamgarh
42.1586, 2012, JUL, Tikamgarh
28.2948, 2012, AUG, Tikamgarh
31.3319, 2012, SEP, Tikamgarh
35.545, 2012, OCT, Tikamgarh
30.9884, 2012, NOV, Tikamgarh
40.7596, 2013, JUN, Tikamgarh
31.3065, 2013, JUL, Tikamgarh
28.3043, 2013, AUG, Tikamgarh
31.1544, 2013, SEP, Tikamgarh
33.2998, 2013, OCT, Tikamgarh
29.9985, 2013, NOV, Tikamgarh
43.3046, 2014, JUN, Tikamgarh
40.1743, 2014, JUL, Tikamgarh
33.1463, 2014, AUG, Tikamgarh
33.5476, 2014, SEP, Tikamgarh
36.6525, 2014, OCT, Tikamgarh
33.3617, 2014, NOV, Tikamgarh
44.3689, 2015, JUN, Tikamgarh
34.6957, 2015, JUL, Tikamgarh
28.9737, 2015, AUG, Tikamgarh
34.9993, 2015, SEP, Tikamgarh
39.4823, 2015, OCT, Tikamgarh
34.2697, 2015, NOV, Tikamgarh
43.4214, 2016, JUN, Tikamgarh
33.0356, 2016, JUL, Tikamgarh
29.4344, 2016, AUG, Tikamgarh
32.8658, 2016, SEP, Tikamgarh
36.5493, 2016, OCT, Tikamgarh
32.3639, 2016, NOV, Tikamgarh
42.907, 2017, JUN, Tikamgarh
34.5455, 2017, JUL, Tikamgarh
31.6208, 2017, AUG, Tikamgarh
32.9758, 2017, SEP, Tikamgarh
36.9941, 2017, OCT, Tikamgarh
32.2778, 2017, NOV, Tikamgarh
41.3794, 2018, JUN, Tikamgarh
41.0734, 2018, JUL, Tikamgarh
28.4066, 2018, AUG, Tikamgarh
31.3964, 2018, SEP, Tikamgarh
36.8367, 2018, OCT, Tikamgarh
32.03, 2018, NOV, Tikamgarh
44.98, 2019, JUN, Tikamgarh
37.3959, 2019, JUL, Tikamgarh
28.9956, 2019, AUG, Tikamgarh
27.8486, 2019, SEP, Tikamgarh
31.8728, 2019, OCT, Tikamgarh
31.2141, 2019, NOV, Tikamgarh
44.5447, 2010, JUN, Ujjain
36.7232, 2010, JUL, Ujjain
28.3801, 2010, AUG, Ujjain
34.3329, 2010, SEP, Ujjain
38.576, 2010, OCT, Ujjain
34.661, 2010, NOV, Ujjain
42.2503, 2011, JUN, Ujjain
34.5475, 2011, JUL, Ujjain
26.8167, 2011, AUG, Ujjain
33.5733, 2011, SEP, Ujjain
38.9555, 2011, OCT, Ujjain
34.8839, 2011, NOV, Ujjain
42.2856, 2012, JUN, Ujjain
35.0942, 2012, JUL, Ujjain
27.752, 2012, AUG, Ujjain
32.1161, 2012, SEP, Ujjain
38.3563, 2012, OCT, Ujjain
32.7092, 2012, NOV, Ujjain
40.6804, 2013, JUN, Ujjain
34.1796, 2013, JUL, Ujjain
25.8721, 2013, AUG, Ujjain
34.4141, 2013, SEP, Ujjain
35.7301, 2013, OCT, Ujjain
31.2336, 2013, NOV, Ujjain
42.8294, 2014, JUN, Ujjain
38.3938, 2014, JUL, Ujjain
30.9006, 2014, AUG, Ujjain
29.9963, 2014, SEP, Ujjain
38.3496, 2014, OCT, Ujjain
35.6736, 2014, NOV, Ujjain
43.9685, 2015, JUN, Ujjain
32.8007, 2015, JUL, Ujjain
27.3279, 2015, AUG, Ujjain
35.6535, 2015, SEP, Ujjain
40.0093, 2015, OCT, Ujjain
34.4658, 2015, NOV, Ujjain
44.5317, 2016, JUN, Ujjain
26.5676, 2016, JUL, Ujjain
25.1093, 2016, AUG, Ujjain
32.7275, 2016, SEP, Ujjain
36.7311, 2016, OCT, Ujjain
33.4002, 2016, NOV, Ujjain
40.218, 2017, JUN, Ujjain
35.5793, 2017, JUL, Ujjain
26.8311, 2017, AUG, Ujjain
33.9712, 2017, SEP, Ujjain
38.9456, 2017, OCT, Ujjain
31.8789, 2017, NOV, Ujjain
38.7461, 2018, JUN, Ujjain
31.7063, 2018, JUL, Ujjain
22.2849, 2018, AUG, Ujjain
35.591, 2018, SEP, Ujjain
39.7448, 2018, OCT, Ujjain
32.715, 2018, NOV, Ujjain
45.2206, 2019, JUN, Ujjain
35.0479, 2019, JUL, Ujjain
25.9696, 2019, AUG, Ujjain
27.6908, 2019, SEP, Ujjain
32.7774, 2019, OCT, Ujjain
31.988, 2019, NOV, Ujjain
42.6899, 2010, JUN, Umaria
34.6697, 2010, JUL, Umaria
30.4082, 2010, AUG, Umaria
29.7217, 2010, SEP, Umaria
29.9267, 2010, OCT, Umaria
28.7659, 2010, NOV, Umaria
41.9173, 2011, JUN, Umaria
29.502, 2011, JUL, Umaria
28.5998, 2011, AUG, Umaria
29.1293, 2011, SEP, Umaria
30.5627, 2011, OCT, Umaria
28.7146, 2011, NOV, Umaria
41.7973, 2012, JUN, Umaria
40.7245, 2012, JUL, Umaria
28.7241, 2012, AUG, Umaria
29.9919, 2012, SEP, Umaria
30.7117, 2012, OCT, Umaria
27.4812, 2012, NOV, Umaria
42.5413, 2013, JUN, Umaria
29.9691, 2013, JUL, Umaria
28.367, 2013, AUG, Umaria
29.5968, 2013, SEP, Umaria
28.1851, 2013, OCT, Umaria
27.0515, 2013, NOV, Umaria
41.4385, 2014, JUN, Umaria
35.6037, 2014, JUL, Umaria
32.6381, 2014, AUG, Umaria
31.1402, 2014, SEP, Umaria
30.3257, 2014, OCT, Umaria
28.3602, 2014, NOV, Umaria
41.3384, 2015, JUN, Umaria
31.406, 2015, JUL, Umaria
32.2017, 2015, AUG, Umaria
30.6871, 2015, SEP, Umaria
32.8662, 2015, OCT, Umaria
28.8104, 2015, NOV, Umaria
39.6747, 2016, JUN, Umaria
30.4839, 2016, JUL, Umaria
30.6879, 2016, AUG, Umaria
29.265, 2016, SEP, Umaria
29.1811, 2016, OCT, Umaria
27.6743, 2016, NOV, Umaria
40.1879, 2017, JUN, Umaria
27.5908, 2017, JUL, Umaria
29.7517, 2017, AUG, Umaria
30.6118, 2017, SEP, Umaria
31.4805, 2017, OCT, Umaria
28.6277, 2017, NOV, Umaria
40.417, 2018, JUN, Umaria
34.9758, 2018, JUL, Umaria
28.6155, 2018, AUG, Umaria
30.2566, 2018, SEP, Umaria
31.4092, 2018, OCT, Umaria
28.9909, 2018, NOV, Umaria
43.0253, 2019, JUN, Umaria
32.3171, 2019, JUL, Umaria
28.4767, 2019, AUG, Umaria
28.0821, 2019, SEP, Umaria
28.557, 2019, OCT, Umaria
28.0378, 2019, NOV, Umaria
45.3979, 2010, JUN, Vidisha
35.7823, 2010, JUL, Vidisha
28.4933, 2010, AUG, Vidisha
32.8394, 2010, SEP, Vidisha
36.894, 2010, OCT, Vidisha
33.1094, 2010, NOV, Vidisha
44.0893, 2011, JUN, Vidisha
32.9754, 2011, JUL, Vidisha
29.0321, 2011, AUG, Vidisha
31.8969, 2011, SEP, Vidisha
37.8198, 2011, OCT, Vidisha
34.4602, 2011, NOV, Vidisha
43.5719, 2012, JUN, Vidisha
42.1143, 2012, JUL, Vidisha
27.6295, 2012, AUG, Vidisha
31.8413, 2012, SEP, Vidisha
38.018, 2012, OCT, Vidisha
33.4099, 2012, NOV, Vidisha
44.5255, 2013, JUN, Vidisha
28.5621, 2013, JUL, Vidisha
28.4119, 2013, AUG, Vidisha
33.3502, 2013, SEP, Vidisha
35.8033, 2013, OCT, Vidisha
32.3303, 2013, NOV, Vidisha
44.5307, 2014, JUN, Vidisha
40.3958, 2014, JUL, Vidisha
33.6742, 2014, AUG, Vidisha
31.9902, 2014, SEP, Vidisha
37.8323, 2014, OCT, Vidisha
35.2419, 2014, NOV, Vidisha
45.8269, 2015, JUN, Vidisha
34.6045, 2015, JUL, Vidisha
28.3822, 2015, AUG, Vidisha
33.2688, 2015, SEP, Vidisha
40.3345, 2015, OCT, Vidisha
34.8706, 2015, NOV, Vidisha
44.3836, 2016, JUN, Vidisha
33.9322, 2016, JUL, Vidisha
28.7468, 2016, AUG, Vidisha
32.3513, 2016, SEP, Vidisha
36.5764, 2016, OCT, Vidisha
34.1029, 2016, NOV, Vidisha
41.7915, 2017, JUN, Vidisha
35.0446, 2017, JUL, Vidisha
29.1038, 2017, AUG, Vidisha
33.115, 2017, SEP, Vidisha
37.8062, 2017, OCT, Vidisha
32.916, 2017, NOV, Vidisha
40.5433, 2018, JUN, Vidisha
35.3386, 2018, JUL, Vidisha
26.1954, 2018, AUG, Vidisha
31.8041, 2018, SEP, Vidisha
38.3169, 2018, OCT, Vidisha
34.0658, 2018, NOV, Vidisha
47.3017, 2019, JUN, Vidisha
36.7942, 2019, JUL, Vidisha
26.9944, 2019, AUG, Vidisha
28.7813, 2019, SEP, Vidisha
31.8626, 2019, OCT, Vidisha
32.3157, 2019, NOV, Vidisha
